time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,sex,country_of_domicile,country_of_domicile_grouped,qualification_level,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,995,990,72,0.7,275,6.5,0.7,1.9,2.5,20.8,18.9,15,19400,25600,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female + male,Thailand,Non-EU,Level 7,1750,1710,71,2.1,495,23.4,0.4,3,3.6,5.1,2.1,40,10200,24200,30700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,2020,1985,80.9,1.6,380,12.4,0.7,4.3,4.7,6,1.7,75,21100,30000,36600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female + male,United States,Non-EU,Level 7,3265,3120,59,4.5,1280,21,1.7,13.2,15.7,18.3,5,370,23100,34900,56700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Female + male,Vietnam,Non-EU,Level 7,450,445,55,0.9,200,34.5,0.9,7.2,8.1,9.7,2.5,30,17600,28900,48700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Canada,Non-EU,Level 7,1170,1130,50.2,3.3,565,21.2,2.3,17.5,22.5,26.3,8.8,185,23100,33300,49800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,China,Non-EU,Level 7,18565,18355,69.7,1.1,5570,20.2,1,5.3,7,9.1,3.8,885,12800,25600,37300
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Cyprus,EU,Level 7,1580,1555,69.2,1.7,480,9.8,2.1,11.3,15.3,19,7.7,165,19400,29600,42500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Germany,EU,Level 7,2765,2625,64.1,5,940,13,1.6,12.7,17.3,21.2,8.5,310,24500,34800,51200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Spain,EU,Level 7,1010,950,51.1,5.8,465,14.6,2.9,22.3,28.4,31.4,9.1,200,21600,31300,39500
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,France,EU,Level 7,2315,2190,57.6,5.4,930,15.8,2.3,19.6,22.5,24.3,4.7,410,23800,31500,44700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Greece,EU,Level 7,2840,2790,47.5,1.8,1465,15.9,2.3,23.8,30.5,34.3,10.6,645,23400,32900,43200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Hong Kong,Non-EU,Level 7,905,880,63.8,2.8,320,19.2,2.2,10.6,13,14.9,4.3,85,22300,31800,43200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Ireland,EU,Level 7,1715,1485,32.4,13.3,1005,19.4,5.2,32.8,39.7,42.9,10.1,465,24200,30400,42100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,India,Non-EU,Level 7,13915,13115,18.9,5.7,10640,51.5,4.4,22.4,24.3,25.2,2.8,2645,20500,28200,38100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Italy,EU,Level 7,1430,1365,37.7,4.4,850,18.7,2.7,29.1,37.3,40.9,11.8,375,22300,30700,41700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Korea (South),Non-EU,Level 7,980,970,67.6,1.1,315,17.6,1.5,7.4,9,13.3,5.9,65,16800,28500,40600
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Malaysia,Non-EU,Level 7,1150,1125,54.4,2.1,515,32.1,1.4,7.8,9.5,12.2,4.4,80,22000,31800,41700
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Nigeria,Non-EU,Level 7,4905,4775,17.6,2.6,3935,47.8,4.7,20.6,26.9,29.9,9.3,815,11700,21600,32200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Pakistan,Non-EU,Level 7,2735,2625,14.1,4,2255,46.4,5.8,28.4,32.1,33.7,5.4,665,9500,19800,30800
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,2050,2045,70.2,0.1,610,4.7,0.1,1.7,3.6,24.9,23.2,30,10200,27400,46100
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Thailand,Non-EU,Level 7,2450,2390,72.2,2.4,665,20.4,0.6,2.8,3.9,6.8,4,55,13900,22300,32200
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1905,1870,78.8,1.7,395,12.6,1.3,5.1,5.8,7.4,2.3,90,14300,23200,29400
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,United States,Non-EU,Level 7,4100,3965,54.7,3.3,1795,20.2,2,15.5,19.5,23,7.5,570,20500,31500,44300
201516,Tax year,National,K02000001,United Kingdom,2011/2012,3 YAG,Female + male,Vietnam,Non-EU,Level 7,835,820,62.8,1.7,305,27.1,0.7,6.8,8,9.4,2.6,45,7700,19000,28200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Canada,Non-EU,Level 7,1160,1135,52.3,2.2,540,17.7,4,18.2,21.7,26,7.9,175,21200,27400,40600
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,China,Non-EU,Level 7,26530,26450,78.4,0.3,5710,12.9,1.1,2.9,4.4,7.6,4.6,630,13900,22000,30700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Cyprus,EU,Level 7,1230,1210,60.1,1.8,485,12,3.6,16.1,20,24.3,8.2,180,19400,26000,30400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Germany,EU,Level 7,2635,2530,57,3.9,1090,12.2,3.1,17.5,23,27.7,10.1,395,20100,27300,38500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Spain,EU,Level 7,1045,995,40.5,4.9,590,13.4,3.8,29.9,37.4,42.3,12.4,275,20100,26700,33300
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,France,EU,Level 7,2185,2115,54.4,3.2,965,13.8,4.3,22.1,25.4,27.6,5.4,435,20900,26700,35500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Greece,EU,Level 7,2495,2460,39.1,1.3,1500,14.7,4,31.6,37.9,42.2,10.7,730,21200,26700,32900
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Hong Kong,Non-EU,Level 7,930,915,63,1.8,340,17.4,2.7,11.3,14.1,16.9,5.6,90,14600,26400,37700
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Ireland,EU,Level 7,1185,1100,26.6,7.3,805,14.6,6.9,41.3,47.9,51.9,10.7,420,21200,25600,31500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,India,Non-EU,Level 7,6700,6535,31.2,2.4,4500,46,6.1,13.1,15.2,16.7,3.6,670,16800,25600,38100
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Italy,EU,Level 7,1570,1515,29.6,3.4,1065,16.3,5.1,35.6,44.1,48.9,13.3,500,19400,25300,31800
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Korea (South),Non-EU,Level 7,970,965,68.3,0.5,305,14.4,2.2,7.4,10.4,15.1,7.7,60,19800,28200,34400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Malaysia,Non-EU,Level 7,1270,1260,60.5,1,495,24.9,1.2,7.6,10.1,13.4,5.8,75,17400,28400,41500
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Nigeria,Non-EU,Level 7,4755,4695,22.5,1.3,3640,49.1,6.8,11.8,17.1,21.6,9.8,375,9500,19000,31600
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Pakistan,Non-EU,Level 7,1415,1375,21.3,3,1080,46.3,7.1,16.5,21.7,25.3,8.8,190,12000,21200,31600
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,1350,1345,73.2,0.2,360,5.4,0.4,2.2,3.3,20.9,18.7,25,12700,23100,31200
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Thailand,Non-EU,Level 7,2500,2480,75.3,0.8,610,16.9,1.3,2.7,3.6,6.5,3.8,40,10200,20100,26400
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1845,1830,80.7,0.8,355,10.2,2,4.4,5.2,7.2,2.8,70,15300,20900,25800
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,United States,Non-EU,Level 7,4135,4045,54.1,2.1,1860,20,3.1,14.5,18,22.9,8.4,510,17600,25600,36300
201516,Tax year,National,K02000001,United Kingdom,2013/2014,1 YAG,Female + male,Vietnam,Non-EU,Level 7,1090,1080,58.2,0.7,450,31.5,3.1,4.7,5.8,7.3,2.6,35,8300,23400,36600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Canada,Non-EU,Level 7,1195,1140,56,4.8,500,24,2,13.5,15.9,18,4.5,145,23400,33600,51100
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,China,Non-EU,Level 7,14060,13875,66.1,1.3,4705,24.6,0.8,6.5,7.4,8.5,2,790,15700,28800,40200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Cyprus,EU,Level 7,1510,1490,72.8,1.3,405,11.6,1.5,9.7,12.2,14,4.4,135,21500,31800,46400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Germany,EU,Level 7,2470,2295,64.5,7,815,14.5,1.9,13.9,16.7,19.1,5.1,290,26600,37600,66800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Spain,EU,Level 7,940,865,56.9,7.9,370,16.6,2.4,19.7,23.1,24.1,4.4,155,21200,29900,39400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,France,EU,Level 7,2115,2000,59.2,5.6,815,17.4,1.9,19.5,20.6,21.6,2.1,370,25600,34500,51800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Greece,EU,Level 7,2655,2580,57.1,2.9,1105,13.2,1.9,21,25.4,27.8,6.8,520,24500,35400,48500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Hong Kong,Non-EU,Level 7,985,955,67.9,2.9,305,19.2,1.5,9.6,10.4,11.4,1.8,80,27700,44200,61000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Ireland,EU,Level 7,1735,1510,38.4,13,930,20.1,3.4,30.9,36.3,38.1,7.2,430,26600,35200,45600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,India,Non-EU,Level 7,14295,13115,17.6,8.2,10805,58.3,1.7,20.4,21.7,22.3,1.9,2315,20800,32500,44500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Italy,EU,Level 7,1260,1165,34.8,7.5,760,24.1,3,30.5,35.3,38.1,7.6,325,24900,33900,48900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Korea (South),Non-EU,Level 7,910,880,71.4,3.3,250,17.9,0.2,6.7,8.3,10.5,3.8,50,12800,28700,40500
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Malaysia,Non-EU,Level 7,1030,995,56.5,3.3,435,29.9,0.7,9.2,10.9,12.9,3.6,75,18200,32100,41200
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Nigeria,Non-EU,Level 7,4935,4790,19.5,2.9,3860,49,2.9,21.7,26.5,28.6,6.9,880,12000,25200,36900
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Pakistan,Non-EU,Level 7,2510,2405,15.8,4.2,2025,39.9,4,35.2,38.8,40.3,5.1,735,9900,19200,33600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,1840,1840,74.6,0.2,465,6,0.5,1.8,3,18.9,17,25,21900,28500,38000
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Thailand,Non-EU,Level 7,2080,2015,69.2,3.1,620,24.8,0.5,3.5,3.7,5.5,2,55,17900,26300,41600
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1835,1795,79.4,2.2,370,12.9,0.8,5.3,5.6,6.9,1.6,90,13600,27400,42400
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,United States,Non-EU,Level 7,3895,3725,58.1,4.4,1560,22.3,1.6,13.4,15.7,18,4.5,450,20400,33200,55800
201617,Tax year,National,K02000001,United Kingdom,2010/2011,5 YAG,Female + male,Vietnam,Non-EU,Level 7,620,610,63.9,1.5,220,27,1.3,5.2,6.1,7.7,2.5,30,15300,35800,46700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Canada,Non-EU,Level 7,1230,1170,52,4.8,560,22.1,2,16.8,21,23.8,7,185,21200,31800,46700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,China,Non-EU,Level 7,23855,23745,78,0.5,5225,14.9,0.6,3,4.5,6.5,3.5,655,14200,25200,36200
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Cyprus,EU,Level 7,1520,1495,67.3,1.8,490,12,1.7,13.5,16.7,19.1,5.6,195,20400,29200,38300
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Germany,EU,Level 7,2785,2625,61.2,5.8,1020,13.1,2.2,14.9,19.2,23.5,8.6,370,23400,32800,47100
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Spain,EU,Level 7,990,915,47.6,7.7,480,16.1,2.3,23.5,30.8,34,10.4,200,23300,29900,36700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,France,EU,Level 7,2235,2105,55.5,5.9,940,16.1,3.3,20.3,23.3,25.1,4.8,405,23700,32100,48200
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Greece,EU,Level 7,2890,2820,44.3,2.4,1570,16.2,2.4,27.7,33.3,37.1,9.4,765,23700,31400,40900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Hong Kong,Non-EU,Level 7,940,930,68,1.2,295,17.6,1.2,9.2,11.1,13.3,4.1,80,22600,34300,43400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Ireland,EU,Level 7,1405,1215,29.9,13.4,855,19.5,5.5,35.2,42,45.1,9.9,405,23700,29900,40200
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,India,Non-EU,Level 7,8490,8175,29.1,3.7,5795,56.6,1.7,10,11.7,12.5,2.6,675,21500,33600,50400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Italy,EU,Level 7,1445,1370,32,5.3,930,18.6,3.6,33.3,41.4,45.8,12.5,425,23400,29900,39100
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Korea (South),Non-EU,Level 7,955,950,73.5,0.8,250,13,1.3,5.4,7.5,12.2,6.9,45,21200,28100,34700
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Malaysia,Non-EU,Level 7,1125,1100,60,2,440,26.8,1,6.5,9,12.2,5.7,55,26300,35400,46400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Nigeria,Non-EU,Level 7,4715,4600,20.3,2.5,3665,57.5,1.9,11.6,17.7,20.3,8.6,400,12000,23000,34300
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Pakistan,Non-EU,Level 7,1755,1700,20.5,3.2,1350,53.8,2.6,16.7,20.8,23.1,6.4,245,11500,24600,36900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,1360,1360,70.8,0.3,395,5.6,0.3,1.9,3.5,23.3,21.4,20,11700,26100,35800
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Thailand,Non-EU,Level 7,2590,2560,75.6,1.2,625,19.9,0.2,1.4,2,4.3,2.9,30,13500,23000,35400
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1880,1855,82.4,1.1,325,11.6,0.8,3.2,4,5.2,2,55,15300,25200,36900
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,United States,Non-EU,Level 7,4130,4015,55.8,2.7,1775,21.5,1.9,13.7,17.3,20.9,7.2,500,17900,29200,42300
201617,Tax year,National,K02000001,United Kingdom,2012/2013,3 YAG,Female + male,Vietnam,Non-EU,Level 7,1060,1050,65.7,0.8,360,26,0.9,5,5.8,7.5,2.5,45,7700,13800,32800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Canada,Non-EU,Level 7,1215,1185,49.2,2.5,605,19,4,19.3,23.2,27.9,8.6,200,22400,28300,39800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,China,Non-EU,Level 7,28805,28705,79.3,0.3,5945,12.6,0.9,3.2,4.6,7.2,4,775,16400,25600,32800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Cyprus,EU,Level 7,1090,1070,53.4,1.7,500,13.4,3.7,20.4,24.9,29.5,9.2,210,19700,26600,33200
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Germany,EU,Level 7,2655,2570,58.9,3.1,1055,10.9,3,17.1,22.4,27.3,10.2,395,23000,31600,44600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Spain,EU,Level 7,1165,1120,42,4,650,14,3.6,28.1,34.3,40.3,12.3,285,20800,26600,34300
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,France,EU,Level 7,2085,2010,53.7,3.7,930,12.7,4.5,23.6,26.6,29.1,5.5,435,22300,28500,39400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Greece,EU,Level 7,2325,2290,37.4,1.4,1435,14.5,4.7,32.8,38.4,43.5,10.7,730,21900,27700,33900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Hong Kong,Non-EU,Level 7,970,955,63.6,1.5,350,15.5,3.4,11.2,13.9,17.6,6.4,95,17200,24800,35800
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Ireland,EU,Level 7,1145,1065,27.1,6.9,775,15.8,7.3,39.6,46.5,49.8,10.2,395,21200,25200,31000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,India,Non-EU,Level 7,5910,5775,31.4,2.3,3965,46.5,4.1,14.1,16.4,18.1,4,645,20100,27400,38700
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Italy,EU,Level 7,1830,1780,29.1,2.8,1260,16.9,5.8,35.1,42.4,48.2,13.1,570,20400,25900,33900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Korea (South),Non-EU,Level 7,965,950,71.9,1.7,265,14.2,1.7,5.6,8,12.2,6.6,45,18200,26300,31400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Malaysia,Non-EU,Level 7,1705,1695,65.8,0.7,580,21.7,1.4,6,8.4,11.2,5.1,75,19700,26300,33900
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Nigeria,Non-EU,Level 7,4855,4770,21.7,1.8,3735,50.5,5.2,13.3,19.3,22.7,9.4,380,12000,20000,29600
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Pakistan,Non-EU,Level 7,1395,1370,22.4,1.7,1065,45.1,5.4,16.4,23.1,27.1,10.7,180,10200,20300,31400
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,1635,1625,74.7,0.4,410,5.5,0.8,2.3,4.2,18.9,16.7,30,14000,28300,40000
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Thailand,Non-EU,Level 7,2625,2605,76.4,0.8,615,15.9,1.3,3,4.3,6.3,3.4,45,18600,23400,32100
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1835,1815,76.4,0.9,430,11.7,2.9,5.7,6.9,8.9,3.2,95,14600,21200,29200
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,United States,Non-EU,Level 7,4060,3985,56.9,1.9,1720,18.9,3.1,13.1,16.2,21.1,8,445,21100,28800,38300
201617,Tax year,National,K02000001,United Kingdom,2014/2015,1 YAG,Female + male,Vietnam,Non-EU,Level 7,1105,1095,58.4,0.9,455,28.8,2.1,6.7,8.6,10.7,4,55,11300,20800,31800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Canada,Non-EU,Level 7,1170,1120,51.1,4.4,545,23,1.9,18.2,21.5,24,5.8,195,24100,36300,59600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,China,Non-EU,Level 7,18565,18315,70.3,1.4,5435,21,1,5.8,6.5,7.6,1.8,960,17500,30300,43100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Cyprus,EU,Level 7,1580,1535,70.5,2.9,455,12,2,11.5,13.4,15.6,4.1,165,23700,33600,49300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Germany,EU,Level 7,2765,2580,66.2,6.8,870,15.1,2,12.4,14.9,16.8,4.3,295,26600,36900,57900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Spain,EU,Level 7,1010,930,52.4,8,445,17,2.7,23.1,26.1,28,4.8,195,20000,33000,46000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,France,EU,Level 7,2315,2150,58.8,7.1,885,16.8,1.5,20,22,22.9,2.9,400,24800,35400,52900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Greece,EU,Level 7,2840,2765,48.5,2.6,1425,16.3,3,25.5,30,32.1,6.6,680,27300,38000,54800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Hong Kong,Non-EU,Level 7,905,875,64.3,3.1,315,20,2.4,10.5,12.1,13.3,2.9,80,23000,33200,51100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Ireland,EU,Level 7,1715,1410,34.6,17.6,925,22.9,4.1,32.4,36.5,38.4,6,435,26600,33900,49400
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,India,Non-EU,Level 7,13915,13025,19.1,6.4,10540,55.2,1.9,21.8,23.2,23.8,2,2560,24800,34300,46400
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Italy,EU,Level 7,1430,1345,38.8,5.8,825,21.2,2.2,30.8,35.2,37.7,6.9,380,24100,35400,55100
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Korea (South),Non-EU,Level 7,980,970,68.7,1.3,305,19.4,1.3,7.1,8.2,10.5,3.4,60,22300,31600,50600
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Malaysia,Non-EU,Level 7,1150,1120,55.4,2.4,500,32.4,0.7,8.6,10,11.4,2.9,85,20800,33200,45300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Nigeria,Non-EU,Level 7,4905,4755,17.7,3,3915,51.4,2.6,20.5,26,28.2,7.8,850,12800,25900,38300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Pakistan,Non-EU,Level 7,2735,2610,14.3,4.6,2235,49.1,3.2,29.5,32.5,33.3,3.8,680,9500,20400,36500
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Saudi Arabia,Non-EU,Level 7,2050,2045,76.6,0.1,480,6,0.6,1.7,2.5,16.8,15.1,30,22300,33600,42000
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Thailand,Non-EU,Level 7,2450,2390,73.1,2.4,645,21.6,0.4,2.9,3.4,5,2,55,14200,23700,34300
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Taiwan (Province of China),Non-EU,Level 7,1905,1870,79.5,1.9,385,13,0.6,5.5,6.1,6.9,1.4,95,17500,25900,35800
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,United States,Non-EU,Level 7,4100,3930,55.9,4.1,1735,22.2,1.8,15.8,17.8,20.1,4.3,565,21900,34700,52900
201718,Tax year,National,K02000001,United Kingdom,2011/2012,5 YAG,Female + male,Vietnam,Non-EU,Level 7,835,820,63.2,1.8,300,27.2,1.3,5.5,6.9,8.3,2.8,40,12800,24600,36500
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Canada,Non-EU,Level 7,1160,1115,53.6,3.7,520,19.7,4.2,15.6,19.1,22.5,6.9,160,27000,35400,49300
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,China,Non-EU,Level 7,26535,26415,79.2,0.5,5495,13.5,0.7,3,4.4,6.6,3.6,715,16100,28500,40900
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Cyprus,EU,Level 7,1230,1195,61.5,3.2,460,14.9,2.6,14,18.2,21,7,155,23000,30300,40900
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Germany,EU,Level 7,2635,2465,58.7,6.3,1020,14,2.6,14.9,20.3,24.7,9.8,330,22900,32100,53500
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Spain,EU,Level 7,1045,960,42.6,8.2,550,17,3.2,25.7,32.8,37.2,11.5,235,25900,34300,43800
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,France,EU,Level 7,2185,2070,56,5.3,910,15.3,3.4,20.5,23.9,25.4,4.8,395,25600,34700,47400
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Greece,EU,Level 7,2495,2430,39.9,2.5,1460,16.4,3,31,38,40.7,9.7,725,25900,32800,43400
201718,Tax year,National,K02000001,United Kingdom,2013/2014,3 YAG,Female + male,Hong Kong,Non-EU,Level 7,930,905,63.3,2.8,330,18.9,1.8,10.3,13.1,16,5.8,85,21500,33600,44500
