time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 7,UK,"Sociology, social policy and anthropology",2650,2530,1620,21900,35800,49600,20600,33600,46600
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 7,UK,Sport and exercise sciences,310,295,190,22600,35000,44900,21200,32900,42100
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 7,UK,Veterinary sciences,95,90,50,20800,31800,48500,19500,29800,45600
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Agriculture, food and related studies",30,25,15,26800,35000,50400,25200,32900,47300
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Allied health,165,155,110,24800,38700,57300,23300,36300,53800
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Architecture, building and planning",60,55,35,35800,44500,54400,33600,41800,51000
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Biosciences,795,735,500,29900,39100,51800,28100,36700,48600
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Business and management,245,220,150,22600,46000,65300,21200,43200,61300
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Celtic studies,0,0,0,10200,10200,55300,9600,9600,51900
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Chemistry,455,430,315,31400,43400,55500,29500,40800,52100
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Combined and general studies,5,5,5,6600,24300,28100,6200,22800,26400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Computing,230,210,145,32500,47100,63600,30500,44200,59700
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Creative arts and design,100,95,50,13400,36500,47100,12500,34300,44200
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Economics,55,50,30,35000,49600,80300,32900,46600,75400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Education and teaching,335,325,195,15300,35800,51100,14400,33600,48000
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Engineering,585,540,370,38000,49600,65000,35600,46600,61000
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,English studies,225,215,130,21200,38000,46400,19900,35600,43500
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"General, applied and forensic sciences",40,35,30,16800,31400,44200,15800,29500,41500
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Geography, earth and environmental studies",330,305,215,29900,39400,49300,28100,37000,46300
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Health and social care,20,20,10,30200,43100,69000,28400,40400,64800
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,History and archaeology,340,325,215,17400,32500,46400,16300,30500,43500
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Languages and area studies,150,140,95,17600,38300,46700,16500,36000,43900
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Law,60,55,40,38000,47800,60100,35600,44900,56400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Materials and technology,145,135,100,31400,44900,59500,29500,42100,55800
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Mathematical sciences,205,190,145,38300,46700,76300,36000,43900,71600
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Media, journalism and communications",40,40,25,22300,46400,54800,20900,43500,51400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Medical sciences,150,135,95,32800,40900,61700,30800,38400,57900
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Medicine and dentistry,1110,1055,750,35800,57300,105800,33600,53800,99400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Nursing and midwifery,60,55,40,30700,46000,54800,28800,43200,51400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Performing arts,90,80,60,17200,39800,47400,16100,37300,44400
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",140,135,100,31000,45600,61000,29100,42800,57200
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Philosophy and religious studies,145,140,80,22300,33900,48500,20900,31900,45600
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Physics and astronomy,370,335,245,38700,46400,65000,36300,43500,61000
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Politics,110,100,60,24100,43400,50800,22600,40800,47700
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Psychology,640,610,435,28800,39800,47800,27100,37400,44900
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,"Sociology, social policy and anthropology",235,220,145,18600,40900,51100,17500,38400,48000
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Sport and exercise sciences,30,30,20,28500,45300,52600,26700,42500,49300
201819,Tax year,National,K02000001,United Kingdom,2007/2008,10 YAG,Level 8,UK,Veterinary sciences,45,45,30,40000,50400,55800,37500,47300,52300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Agriculture, food and related studies",2310,2245,1665,17200,23400,30300,16100,21900,28400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Allied health,9335,9120,6470,18600,26300,32600,17500,24700,30600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Architecture, building and planning",6645,6440,4790,25900,35000,47800,24300,32900,44900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Biosciences,9075,8710,5635,20100,26300,33200,18800,24700,31200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Business and management,33720,32690,25500,21200,28800,39400,19900,27100,37000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Celtic studies,30,30,15,11000,24300,29200,10300,22800,27400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Chemistry,2745,2620,1825,24800,30300,37600,23300,28400,35300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Combined and general studies,5235,5075,3225,14300,24100,34300,13400,22600,32200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Computing,10635,10395,8200,21900,30700,41600,20600,28800,39100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Creative arts and design,21900,21170,16020,15700,22300,28800,14700,20900,27100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Economics,5120,4900,3855,29900,42700,57300,28100,40100,53800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Education and teaching,15545,15160,12325,16400,24100,30300,15400,22600,28400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Engineering,11885,11475,8845,27700,36500,46000,26000,34300,43200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,English studies,12485,12020,8885,19000,25200,31400,17800,23600,29500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"General, applied and forensic sciences",1790,1750,1275,19300,24800,30700,18200,23300,28800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Geography, earth and environmental studies",7505,7140,5490,23000,29600,38000,21600,27800,35600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Health and social care,7520,7450,5510,16800,24500,31800,15800,23000,29800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,History and archaeology,11015,10625,7890,20800,27700,36100,19500,26000,33900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Languages and area studies,5930,5460,3775,22600,29200,38700,21200,27400,36300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Law,11335,11060,8310,20800,27700,38700,19500,26000,36300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Materials and technology,1700,1635,1230,19000,27000,36100,17800,25400,33900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Mathematical sciences,6030,5770,4525,26600,34700,47400,25000,32500,44500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Media, journalism and communications",8925,8650,6780,18200,24100,30700,17100,22600,28800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Medical sciences,3040,2925,1905,25900,32100,40900,24300,30100,38400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Medicine and dentistry,7395,7115,5235,42300,49300,57300,39700,46300,53800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Nursing and midwifery,13930,13750,9715,22300,28900,35400,20900,27100,33200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Performing arts,11645,11305,8365,14800,21300,27700,13900,19900,26000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2685,2645,1535,20300,32500,42000,19100,30500,39400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Philosophy and religious studies,3545,3405,2290,20100,27700,36300,18800,26000,34000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Physics and astronomy,2420,2275,1540,27400,34700,45300,25700,32500,42500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Politics,4840,4625,3300,23700,31000,42000,22300,29100,39400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Psychology,11965,11645,7885,18600,24500,30700,17500,23000,28800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,"Sociology, social policy and anthropology",10510,10235,7590,18600,24500,31000,17500,23000,29100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Sport and exercise sciences,8780,8490,6650,19700,25200,31000,18500,23600,29100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,First-degree,UK,Veterinary sciences,695,665,430,23400,32100,40900,21900,30100,38400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Agriculture, food and related studies",445,430,300,19000,28500,35800,17800,26700,33600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Allied health,5430,5305,3750,20100,31000,42300,18800,29100,39700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Architecture, building and planning",3785,3635,2775,27400,37600,48500,25700,35300,45600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Biosciences,1625,1555,1000,23700,30700,38000,22300,28800,35600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Business and management,11445,11085,7860,27400,41200,59100,25700,38700,55500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Celtic studies,10,10,5,14200,18600,23800,13400,17500,22400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Chemistry,205,200,135,26300,32800,39100,24700,30800,36700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Combined and general studies,560,550,330,21500,32500,43400,20200,30500,40800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Computing,2045,1960,1320,24500,38300,55800,23000,36000,52400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Creative arts and design,2660,2575,1640,12600,22600,32500,11800,21200,30500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Economics,770,720,475,33200,49300,68600,31200,46300,64400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Education and teaching,14280,13885,10280,25200,36900,45300,23600,34600,42500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Engineering,2885,2765,1925,30300,41200,55800,28400,38700,52400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,English studies,2455,2355,1395,16100,25600,34700,15100,24000,32500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"General, applied and forensic sciences",375,365,250,21500,27700,34300,20200,26000,32200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Geography, earth and environmental studies",1820,1725,1225,25200,33200,44200,23600,31200,41500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Health and social care,3290,3235,2360,21500,31800,39400,20200,29800,37000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,History and archaeology,2775,2680,1750,18200,27000,35800,17100,25400,33600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Languages and area studies,1190,1070,650,17500,27700,36400,16400,26000,34200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Law,4470,4350,3145,23700,35000,51500,22300,32900,48300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,MBA,2945,2745,1960,37200,61700,95600,34900,57900,89800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Materials and technology,605,565,385,23000,35400,51800,21600,33200,48600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Mathematical sciences,665,630,415,29200,39800,56200,27400,37300,52800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Media, journalism and communications",2260,2165,1520,20400,28500,37600,19200,26700,35300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Medical sciences,830,795,555,27000,35000,44800,25400,32900,42100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Medicine and dentistry,3110,2995,1955,30300,43400,68600,28500,40800,64400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Nursing and midwifery,4200,4145,2970,24500,33600,42700,23000,31500,40100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,PGCE,18130,17380,14295,23000,30300,34700,21600,28400,32500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Performing arts,1625,1560,1025,14100,22900,31400,13200,21500,29500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",935,915,635,27000,39100,46400,25400,36700,43500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Philosophy and religious studies,1055,1020,540,17200,28100,39400,16100,26400,37000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Physics and astronomy,395,365,245,30300,36100,46400,28400,33900,43500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Politics,2010,1885,1190,25900,36500,52600,24300,34300,49300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Psychology,4115,3995,2490,19700,28800,36900,18500,27100,34600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,"Sociology, social policy and anthropology",3065,2940,1915,22600,32800,44900,21200,30800,42100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Sport and exercise sciences,720,690,470,21500,28100,36900,20200,26400,34600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 7,UK,Veterinary sciences,100,95,65,26600,35000,47100,25000,32900,44200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Agriculture, food and related studies",40,40,35,25900,34300,41200,24300,32200,38700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Allied health,280,270,205,24800,38500,50000,23300,36100,46900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Architecture, building and planning",95,90,55,23000,38000,50000,21600,35600,46900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Biosciences,805,755,555,28800,35000,43400,27100,32900,40800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Business and management,300,285,185,26300,44500,54400,24700,41800,51000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Celtic studies,0,0,0,32100,36900,56800,30100,34600,53400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Chemistry,535,500,400,31400,37200,46000,29500,34900,43200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Combined and general studies,10,10,5,14200,28800,41600,13400,27100,39100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Computing,310,290,210,33200,42300,60600,31200,39700,56900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Creative arts and design,150,140,105,15700,30300,41600,14700,28400,39100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Economics,55,50,35,40900,46700,61000,38400,43900,57200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Education and teaching,450,435,325,21200,40200,47100,19900,37700,44200
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Engineering,810,755,525,34300,41600,52200,32200,39100,49000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,English studies,310,300,210,19300,33600,39400,18200,31500,37000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"General, applied and forensic sciences",55,55,40,24500,31000,40900,23000,29100,38400
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Geography, earth and environmental studies",420,380,285,24800,33200,40500,23300,31200,38000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Health and social care,30,30,20,18200,32800,45300,17100,30800,42500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,History and archaeology,475,455,310,19300,32800,39400,18200,30800,37000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Languages and area studies,220,205,125,15300,29200,38300,14400,27400,36000
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Law,115,110,75,35700,42700,52900,33500,40100,49700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Materials and technology,185,165,110,32800,40200,48900,30800,37700,45900
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Mathematical sciences,295,270,195,33200,40900,60200,31200,38400,56500
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Media, journalism and communications",70,70,55,23100,38000,43500,21700,35600,40800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Medical sciences,215,195,145,32100,40500,66800,30100,38000,62700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Medicine and dentistry,1215,1145,845,36500,52600,92300,34300,49300,86700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Nursing and midwifery,85,85,60,34300,45600,55500,32200,42800,52100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Performing arts,160,155,115,16100,28500,39100,15100,26700,36700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",140,135,95,27700,37600,49300,26000,35300,46300
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Philosophy and religious studies,200,190,110,17600,28800,39100,16500,27100,36700
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Physics and astronomy,450,410,305,33200,39800,50700,31200,37300,47600
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Politics,135,130,85,23700,36100,42700,22300,33900,40100
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Psychology,1015,980,755,22600,35000,43400,21200,32900,40800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,"Sociology, social policy and anthropology",360,335,235,26300,37200,44500,24700,34900,41800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Sport and exercise sciences,100,95,75,33900,39100,44500,31900,36700,41800
201819,Tax year,National,K02000001,United Kingdom,2012/2013,5 YAG,Level 8,UK,Veterinary sciences,40,40,30,33300,38500,50700,31300,36100,47600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Agriculture, food and related studies",2205,2150,1500,16100,20800,26600,15100,19500,25000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Allied health,8930,8755,5980,19000,25200,29900,17800,23600,28100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Architecture, building and planning",4910,4790,3070,23400,31000,41200,21900,29100,38700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Biosciences,9545,9200,5325,18200,23400,29200,17100,21900,27400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Business and management,31485,30565,23755,19700,25600,33600,18500,24000,31500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Celtic studies,10,10,5,21500,23400,25200,20200,21900,23600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Chemistry,3235,3130,1920,22300,26600,32800,20900,25000,30800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Combined and general studies,4615,4510,2795,13900,23400,32800,13000,21900,30800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Computing,10530,10300,8195,20800,28100,36900,19500,26400,34600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Creative arts and design,20205,19580,14770,14600,20100,25200,13700,18800,23600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Economics,4970,4820,3765,26600,34300,45300,25000,32200,42500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Education and teaching,15795,15410,12335,16400,23400,25900,15400,21900,24300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Engineering,12510,12150,9390,26300,32500,39800,24700,30500,37300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,English studies,11655,11260,7775,17200,22600,26600,16100,21200,25000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"General, applied and forensic sciences",1465,1430,990,17900,22300,27700,16800,20900,26000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Geography, earth and environmental studies",6980,6685,4820,20800,25600,31400,19500,24000,29500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Health and social care,6755,6705,4760,16400,23400,29600,15400,21900,27800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,History and archaeology,10255,9900,6720,19000,24100,29900,17800,22600,28100
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Languages and area studies,6065,5520,3690,20400,25900,32800,19200,24300,30800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Law,10925,10745,7190,18600,23700,31400,17500,22300,29500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Materials and technology,1460,1410,980,17500,23700,30700,16400,22300,28800
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Mathematical sciences,5845,5690,4175,24100,30700,39800,22600,28800,37300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Media, journalism and communications",7735,7510,5860,16400,21500,26300,15400,20200,24700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Medical sciences,2885,2815,1615,23700,28800,35000,22300,27100,32900
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Medicine and dentistry,7210,6845,5005,39800,45600,51100,37300,42800,48000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Nursing and midwifery,18125,17935,12400,22300,27700,33600,20900,26000,31500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Performing arts,11580,11285,8170,12600,18000,23700,11800,16900,22300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2765,2735,1305,20000,31800,40200,18800,29800,37700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Philosophy and religious studies,3210,3105,1950,18200,24100,30300,17100,22600,28400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Physics and astronomy,2930,2825,1585,24500,30700,38700,23000,28800,36300
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Politics,4570,4395,2995,20800,26300,33600,19500,24700,31500
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Psychology,12035,11720,7370,16800,21900,26600,15800,20600,25000
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,"Sociology, social policy and anthropology",9855,9620,6735,17200,21900,27000,16100,20600,25400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Sport and exercise sciences,8685,8440,6225,17200,21900,26300,16100,20600,24700
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,First-degree,UK,Veterinary sciences,885,840,585,23700,31800,36900,22300,29800,34600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Agriculture, food and related studies",455,440,300,17500,27000,36900,16400,25400,34600
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,Allied health,5720,5615,3845,22300,31000,42000,20900,29100,39400
201819,Tax year,National,K02000001,United Kingdom,2014/2015,3 YAG,Level 7,UK,"Architecture, building and planning",3185,3065,2280,28500,35400,44900,26700,33200,42100
