time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Engineering,2440,2320,1505,27100,43200,59700,27100,43200,59700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,English studies,1415,1370,805,14600,26400,38400,14600,26400,38400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,"General, applied and forensic sciences",420,405,255,15700,26400,37000,15700,26400,37000
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,"Geography, earth and environmental studies",1310,1205,785,20900,32900,45400,20900,32900,45400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Health and social care,1910,1870,1135,16100,29600,38400,16100,29600,38400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,History and archaeology,1950,1880,1130,16100,27100,39500,16100,27100,39500
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Languages and area studies,1025,940,500,15700,28900,40300,15700,28900,40300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Law,6070,5815,3790,24500,41000,71700,24500,41000,71700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,MBA,20,20,15,36200,53800,65500,36200,53800,65500
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Materials and technology,730,685,440,21600,41700,62200,21600,41700,62200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Mathematical sciences,605,560,380,28200,42500,66200,28200,42500,66200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,"Media, journalism and communications",2050,1975,1275,18300,29300,38800,18300,29300,38800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Medical sciences,695,680,445,24900,37000,45400,24900,37000,45400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Medicine and dentistry,1450,1370,815,29600,45400,77200,29600,45400,77200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Nursing and midwifery,1330,1300,835,22000,34800,44700,22000,34800,44700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,PGCE,24145,23335,17145,18900,31100,38100,18900,31100,38100
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Performing arts,970,930,590,12400,24200,35100,12400,24200,35100
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",1010,960,590,24500,39900,49800,24500,39900,49800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Philosophy and religious studies,650,630,310,12800,25600,38400,12800,25600,38400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Physics and astronomy,245,230,150,28500,38800,51200,28500,38800,51200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Politics,1420,1335,805,27800,39500,64400,27800,39500,64400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Psychology,2215,2140,1260,17900,30900,41400,17900,30900,41400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,"Sociology, social policy and anthropology",2465,2350,1400,19000,32200,44700,19000,32200,44700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Sport and exercise sciences,285,275,190,23800,34000,44300,23800,34000,44300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 7,UK,Veterinary sciences,90,85,45,15400,37700,49400,15400,37700,49400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Agriculture, food and related studies",65,60,40,24900,37300,52000,24900,37300,52000
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Allied health,140,135,85,26000,42800,59700,26000,42800,59700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Architecture, building and planning",70,65,40,24200,37300,47900,24200,37300,47900
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Biosciences,875,835,520,28500,38800,50500,28500,38800,50500
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Business and management,195,185,120,27800,47900,62600,27800,47900,62600
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Celtic studies,0,0,0,1500,1500,1500,1500,1500,1500
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Chemistry,555,535,340,33300,42500,58900,33300,42500,58900
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Combined and general studies,5,5,0,50100,50100,50100,50100,50100,50100
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Computing,190,180,120,21200,41200,55300,21200,41200,55300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Creative arts and design,80,75,45,11100,34800,46500,11100,34800,46500
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Economics,55,50,35,34000,52300,68800,34000,52300,68800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Education and teaching,355,340,220,15300,37700,51300,15300,37700,51300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Engineering,635,590,410,34400,46100,61300,34400,46100,61300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,English studies,200,195,115,23800,38100,45800,23800,38100,45800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"General, applied and forensic sciences",60,55,35,16100,35900,42800,16100,35900,42800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Geography, earth and environmental studies",340,310,200,28200,39500,46800,28200,39500,46800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Health and social care,30,30,20,24900,41000,44700,24900,41000,44700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,History and archaeology,335,325,200,16100,33300,45800,16100,33300,45800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Languages and area studies,155,140,80,17200,38100,45400,17200,38100,45400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Law,50,45,35,28200,43700,56000,28200,43700,56000
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Materials and technology,110,105,80,32200,39200,49400,32200,39200,49400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Mathematical sciences,200,190,135,34000,45000,62200,34000,45000,62200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Media, journalism and communications",35,30,15,13900,28500,52000,13900,28500,52000
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Medical sciences,130,120,65,31500,43200,50900,31500,43200,50900
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Medicine and dentistry,1035,970,620,37300,60400,104700,37300,60400,104700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Nursing and midwifery,65,60,40,31100,43200,53400,31100,43200,53400
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Performing arts,80,70,45,15700,34400,43200,15700,34400,43200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",165,150,90,30000,39500,59300,30000,39500,59300
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Philosophy and religious studies,135,130,65,22700,39500,49800,22700,39500,49800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Physics and astronomy,355,330,205,34200,43200,57800,34200,43200,57800
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Politics,90,80,55,29100,42800,52100,29100,42800,52100
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Psychology,570,555,340,25800,40600,48700,25800,40600,48700
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,"Sociology, social policy and anthropology",275,265,180,23400,40600,47200,23400,40600,47200
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Sport and exercise sciences,50,50,30,35900,43900,55600,35900,43900,55600
201516,Tax year,National,K02000001,United Kingdom,2004/2005,10 YAG,Level 8,UK,Veterinary sciences,35,35,20,30700,37700,50100,30700,37700,50100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Agriculture, food and related studies",1740,1700,1230,14700,20500,27800,14700,20500,27800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Allied health,8455,8265,5685,16500,24800,30400,16500,24800,30400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Architecture, building and planning",7070,6880,5185,23100,31000,41000,23100,31000,41000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Biosciences,7440,7215,4580,18300,24900,31100,18300,24900,31100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Business and management,29030,28210,21750,19400,26700,36200,19400,26700,36200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Celtic studies,30,30,20,16100,24500,33400,16100,24500,33400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Chemistry,2285,2200,1495,22700,28500,35500,22700,28500,35500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Combined and general studies,5550,5425,3400,13500,23400,32900,13500,23400,32900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Computing,9715,9500,7425,19400,27400,37000,19400,27400,37000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Creative arts and design,20085,19590,14425,13500,20100,26800,13500,20100,26800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Economics,4085,3950,3065,27100,37700,53800,27100,37700,53800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Education and teaching,13125,12880,10385,15700,23800,28900,15700,23800,28900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Engineering,10095,9760,7350,26000,34000,42500,26000,34000,42500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,English studies,10945,10625,7745,16800,23400,29300,16800,23400,29300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"General, applied and forensic sciences",1570,1530,1140,17200,22700,28900,17200,22700,28900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Geography, earth and environmental studies",6455,6205,4605,20500,26700,34000,20500,26700,34000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Health and social care,7110,7045,4915,15000,23100,30400,15000,23100,30400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,History and archaeology,10055,9740,7110,19000,25600,33300,19000,25600,33300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Languages and area studies,5375,4940,3325,20900,27400,36600,20900,27400,36600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Law,11165,10970,8315,18300,24900,34400,18300,24900,34400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Materials and technology,1880,1820,1350,17900,24900,32200,17900,24900,32200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Mathematical sciences,4490,4355,3285,25300,32900,45800,25300,32900,45800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Media, journalism and communications",7835,7625,5955,16800,22700,28900,16800,22700,28900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Medical sciences,2700,2615,1615,24500,30700,39900,24500,30700,39900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Medicine and dentistry,6860,6660,4810,39500,47200,52000,39500,47200,52000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Nursing and midwifery,9985,9850,6090,21600,28200,33700,21600,28200,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Performing arts,10060,9830,7155,12900,19800,26100,12900,19800,26100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2375,2340,1475,20100,33300,42500,20100,33300,42500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Philosophy and religious studies,3115,2995,2015,18300,25600,33700,18300,25600,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Physics and astronomy,2110,2005,1300,25200,31500,41000,25200,31500,41000
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Politics,4125,3965,2790,20900,28100,37300,20900,28100,37300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Psychology,10380,10135,6610,16500,22300,28200,16500,22300,28200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,"Sociology, social policy and anthropology",8725,8540,6180,16500,22300,28500,16500,22300,28500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Sport and exercise sciences,6775,6605,5095,18300,23800,29300,18300,23800,29300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,First-degree,UK,Veterinary sciences,645,625,445,20900,31800,38800,20900,31800,38800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,"Agriculture, food and related studies",395,380,265,18800,25600,33700,18800,25600,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Allied health,4645,4555,2965,20100,30700,40600,20100,30700,40600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,"Architecture, building and planning",4305,4170,3120,26000,34800,45400,26000,34800,45400
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Biosciences,1185,1140,715,20500,28900,35900,20500,28900,35900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Business and management,12985,12565,8630,26400,38400,54200,26400,38400,54200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Celtic studies,15,15,10,7700,18700,43900,7700,18700,43900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Chemistry,200,195,135,24900,29600,38100,24900,29600,38100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Combined and general studies,655,645,395,16100,25600,36600,16100,25600,36600
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Computing,2165,2090,1285,23400,35500,49800,23400,35500,49800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Creative arts and design,2490,2415,1490,10200,20100,30700,10200,20100,30700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Economics,675,645,415,29800,45000,58200,29800,45000,58200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Education and teaching,9775,9545,6630,22000,34000,42500,22000,34000,42500
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Engineering,2640,2525,1625,27100,38100,51200,27100,38100,51200
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,English studies,2055,1995,1125,12400,22700,31800,12400,22700,31800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,"General, applied and forensic sciences",405,395,260,19800,26600,34800,19800,26600,34800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,"Geography, earth and environmental studies",1500,1420,955,23800,30400,39900,23800,30400,39900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Health and social care,2505,2465,1620,16800,28200,35100,16800,28200,35100
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,History and archaeology,2315,2250,1320,16800,24900,33700,16800,24900,33700
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Languages and area studies,1035,955,500,16100,26400,35900,16100,26400,35900
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Law,4880,4760,3345,22000,32600,48300,22000,32600,48300
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,MBA,3055,2875,1925,33700,56700,87800,33700,56700,87800
201516,Tax year,National,K02000001,United Kingdom,2009/2010,5 YAG,Level 7,UK,Materials and technology,655,620,405,18700,31800,45400,18700,31800,45400
